,solver_status,Grid connection installed capacity,solving_time,12h battery installed capacity,solver_status_code,6h battery installed capacity,1h battery installed capacity,2h battery installed capacity,total_renewable_energy,run_id,net_profit_add_investment,return_on_add_investment,pv_cost,logfile,objective_result,battery_cost,filename_export,PV high DC ratio installed capacity,8h battery installed capacity,battery_reflux,4h battery installed capacity,Nordex N100 2500 installed capacity,PV low DC ratio installed capacity,curtailment,total_investment_cost,total_generation,relative_curtailment,total_installed_capacity,total_storage_energy,total_storage_power,ratio
23,ok,10,50.64743399620056,0,0,0,0,6.768502994011968,56221.16640718566,220806_cablepooling_bothdcs,2.0960664450670974,0.09952074762805703,0.2667741935483871,cablepooling_paper_exp_249005120601826.log,-0.5890915764037901,0.10312903225806452,cablepooling_paper_exp_249005120601826.json,12.874251497005984,0,0.0,0.0,10,0.0,4572.897785991759,21.061602681089433,27611.67000000006,16.561467618553127,10.0,6.768502994011968,3.384251497005984,<1
24,ok,10,18.8517107963562,0,0,0,0,0.0,49011.706379999894,220806_cablepooling_bothdcs,1.8958717218472751,0.09262654329273501,0.387741935483871,cablepooling_paper_exp_24526115370222.log,-0.4345189006725616,0.28267741935483875,cablepooling_paper_exp_24526115370222.json,9.63,0,0.0,0.0,10,0.0,4500.5855200000115,20.467909677419357,27611.67000000006,16.29957738883596,10.0,0.0,0.0,<1
25,ok,10,19.25922703742981,0,0,0,0,0.0,49437.10392857142,220806_cablepooling_bothdcs,1.9154996433385856,0.09585780861446519,0.3554838709677419,cablepooling_paper_exp_94667869631384.log,-0.4717915244782076,0.28267741935483875,cablepooling_paper_exp_94667869631384.json,9.821428571428571,0,0.0,0.0,10,0.0,4769.761071428575,19.982718894009217,27611.67000000006,17.274438929005616,10.0,0.0,0.0,<1
26,ok,10,24.050821781158447,0,0,0,0,0.0,62003.2628571428,220806_cablepooling_bothdcs,2.105237331005831,0.11073929399521597,0.1941935483870968,cablepooling_paper_exp_30463434707501.log,-0.6968762445870846,0.18474193548387097,cablepooling_paper_exp_30463434707501.json,15.476190476190474,0,0.0,0.0,10,0.0,14223.022380952345,19.010752688172044,27611.67000000006,51.510909629704805,10.0,0.0,0.0,<1
27,ok,10,20.864876985549927,0,0,0,0,0.0,49233.928980000106,220806_cablepooling_bothdcs,1.9058278759459009,0.09420061149081944,0.3716129032258064,cablepooling_paper_exp_30820212111472.log,-0.453069285593817,0.28267741935483875,cablepooling_paper_exp_30820212111472.json,9.73,0,0.0,0.0,10,0.0,4639.26958,20.23158709677419,27611.67000000006,16.801843495884132,10.0,0.0,0.0,<1
28,ok,10,28.83089303970337,0,0,0,0,0.0,49011.706379999894,220806_cablepooling_bothdcs,1.8958717218472751,0.09262654329273501,0.387741935483871,cablepooling_paper_exp_223984410135095.log,-0.4345189006725616,0.16841935483870968,cablepooling_paper_exp_223984410135095.json,9.63,0,0.0,0.0,10,0.0,4500.5855200000115,20.467909677419357,27611.67000000006,16.29957738883596,10.0,0.0,0.0,<1
29,ok,10,52.54278755187988,0,0,0,0,16.986451612903224,54489.40354838709,220806_cablepooling_bothdcs,2.0189799406899267,0.08718002469915731,0.4119354838709678,cablepooling_paper_exp_158955756672664.log,-0.431790925235487,0.054161290322580644,cablepooling_paper_exp_158955756672664.json,0.0,0,0.0,0.0,10,14.903225806451612,2499.158675412657,23.15874476586889,60730.005870968234,4.1151958402944455,24.903225806451612,16.986451612903224,8.493225806451612,>1
30,ok,10,24.146283626556396,0,0,0,0,0.0,65185.9493129772,220806_cablepooling_bothdcs,2.142189982568352,0.11425710993707638,0.17,cablepooling_paper_exp_38597636622687.log,-0.7433532061243053,0.18474193548387097,cablepooling_paper_exp_38597636622687.json,16.908396946564885,0,0.0,0.0,10,0.0,16879.247251908382,18.748854961832063,27611.67000000006,61.13084522561781,10.0,0.0,0.0,<1
31,ok,10,26.373746633529663,0,0,0,0,0.0,63101.496414473724,220806_cablepooling_bothdcs,2.117905190840047,0.111791664879808,0.18612903225806454,cablepooling_paper_exp_65708572641041.log,-0.711931365034745,0.21738709677419354,cablepooling_paper_exp_65708572641041.json,15.970394736842106,0,0.0,0.0,10,0.0,15118.49611842107,18.945108234295418,27611.67000000006,54.754008426223535,10.0,0.0,0.0,<1
32,ok,10,17.016777992248535,0,0,0,0,0.0,53920.394224924006,220806_cablepooling_bothdcs,2.0056293769071427,0.10486578689056009,0.25870967741935486,cablepooling_paper_exp_153507894316161.log,-0.5930888204318987,0.28267741935483875,cablepooling_paper_exp_153507894316161.json,11.838905775075988,0,0.0,0.0,10,0.0,7891.025136778109,19.12567898813609,27611.67000000006,28.578587013310287,10.0,0.0,0.0,<1
33,ok,10,24.298760414123535,0,0,0,0,0.0,57481.40527777762,220806_cablepooling_bothdcs,2.0525765294170886,0.1075343589194088,0.22645161290322582,cablepooling_paper_exp_233906667838757.log,-0.6414195220600487,0.23370967741935483,cablepooling_paper_exp_233906667838757.json,13.44135802469136,0,0.0,0.0,10,0.0,10585.338672839525,19.087634408602153,27611.67000000006,38.33646669266837,10.0,0.0,0.0,<1
34,ok,10,44.29704260826111,0,0,0,0,0.0,50472.228957446554,220806_cablepooling_bothdcs,1.9451021249383085,0.0998293256563681,0.31516129032258067,cablepooling_paper_exp_149309547224519.log,-0.519520644886335,0.1520967741935484,cablepooling_paper_exp_149309547224519.json,10.287234042553191,0,0.0,0.0,10,0.0,5420.832702127655,19.484275909402882,27611.67000000006,19.632397106468545,10.0,0.0,0.0,<1
35,ok,10,18.556769847869873,0,0,0,0,0.0,48833.92830000015,220806_cablepooling_bothdcs,1.8864466144343015,0.09107137636414848,0.4038709677419355,cablepooling_paper_exp_253836058279094.log,-0.41614668984190306,0.20106451612903226,cablepooling_paper_exp_253836058279094.json,9.55,0,0.0,0.0,10,0.0,4412.7728,20.71393548387097,27611.67000000006,15.98154983019857,10.0,0.0,0.0,<1
36,ok,10,24.822238206863403,0,0,0,0,0.0,48945.03959999988,220806_cablepooling_bothdcs,1.8914486355750124,0.09182019546813806,0.39580645161290323,cablepooling_paper_exp_271057330728109.log,-0.4253109183206818,0.2581935483870968,cablepooling_paper_exp_271057330728109.json,9.6,0,0.0,0.0,10,0.0,4479.887199999998,20.59948387096774,27611.67000000006,16.224615171773344,10.0,0.0,0.0,<1
37,ok,10,31.203809022903442,0,0,0,0,38.54145025493739,92406.7319277112,220806_cablepooling_bothdcs,2.704860456026949,0.09470957752632425,0.21838709677419355,cablepooling_paper_exp_206045035933926.log,-0.8615716536967544,0.046,cablepooling_paper_exp_206045035933926.json,0.0,0,0.0,32.26794286361918,10,35.92771084337349,3107.10903201236,28.55952403837004,107451.1631566276,2.891647647855837,45.92771084337349,70.80939311855657,27.33771084337349,>1
38,ok,10,55.2344274520874,0,0,0,0,3.460000000000001,49589.485139999895,220806_cablepooling_bothdcs,1.9259906843662986,0.0898534640951243,0.4038709677419355,cablepooling_paper_exp_129965022680177.log,-0.42048358266552954,0.07864516129032259,cablepooling_paper_exp_129965022680177.json,9.89,0,0.0,0.0,10,0.0,3190.463468052286,21.434796129032257,27611.67000000006,11.554764590668652,10.0,3.460000000000001,1.7300000000000004,<1
39,ok,10,31.187382459640503,0,0,0,0,0.0,63101.496414473724,220806_cablepooling_bothdcs,2.117905190840047,0.111791664879808,0.18612903225806454,cablepooling_paper_exp_74123632143053.log,-0.711931365034745,0.20922580645161293,cablepooling_paper_exp_74123632143053.json,15.970394736842106,0,0.0,0.0,10,0.0,15118.49611842107,18.945108234295418,27611.67000000006,54.754008426223535,10.0,0.0,0.0,<1
40,ok,10,13.399642705917358,0,0,0,0,0.0,60817.8333206106,220806_cablepooling_bothdcs,2.0918791722754735,0.1098411666220888,0.20225806451612904,cablepooling_paper_exp_190837704430305.log,-0.682287809003348,0.29083870967741937,cablepooling_paper_exp_190837704430305.json,14.942748091603052,0,0.0,0.0,10,0.0,13244.279045801548,19.044582615119428,27611.67000000006,47.96623690563273,10.0,0.0,0.0,<1
